ID,Latitud,Longitud
P14146,41.831,-1.973
P5445,38.931,-3.944
P15763,42.159,0.749
P13203,41.337,1.867
P15785,42.066,2.225
P7370,39.464,-0.427
P5771,38.991,-2.333
P18344,43.097,-6.889
P14295,41.921,-3.380
P5403,38.948,-6.643
P10717,40.800,-5.934
P1251,37.341,-7.382
P19083,43.295,-4.902
P18574,43.123,-3.468
P13763,41.796,-5.061
P3219,38.150,-6.254
P15603,42.034,1.951
P14109,41.890,-4.456
P8873,40.150,-5.935
P9057,40.170,-3.382
P1508,37.449,-5.434
P15887,42.359,-2.888
P7774,39.629,-0.739
P17459,42.849,-5.659
P5105,38.848,-6.642
P8061,39.726,-0.666
P929,37.199,-6.439
P17552,42.665,0.665
P11762,41.112,-3.013
P16125,42.235,1.163
P13281,41.632,-3.926
P6083,39.042,-1.042
P3346,38.199,-6.381
P11674,40.909,0.688
P17968,42.985,-7.912
P13333,41.520,-0.455
P12999,41.441,-0.929
P19726,43.476,-3.591
P11892,41.182,-3.941
P10206,40.553,-2.709
P17380,42.580,1.269
P16319,42.220,2.177
P15498,42.297,-5.122
P12637,41.433,-3.999
P5290,38.888,-4.330
P7306,39.591,-4.573
P189,36.650,-5.938
P3254,38.133,-4.031
P12251,41.119,0.510
P12626,41.443,-4.733
P19715,43.499,-5.518
P10719,40.800,-5.802
P6065,39.087,-2.199
P565,37.000,-5.750
P18214,43.023,-3.472
P1413,37.387,-4.303
P12627,41.442,-4.666
P8757,40.080,-3.843
P7925,39.465,2.757
P13267,41.645,-4.863
P1669,37.442,-2.414
P2895,37.946,-2.515
P16068,42.404,-2.683
P3143,38.059,-2.954
P16206,42.499,-5.458
P3097,38.100,-5.873
P8756,40.081,-3.909
P1714,37.547,-6.819
P2667,37.779,-0.815
P4818,38.749,-6.320
P8610,40.026,-3.649
P14026,41.625,1.298
P15883,42.366,-3.159
P16908,42.700,-6.272
P19420,43.397,-5.175
P10565,40.748,-6.660
P13948,41.832,-3.920
P1409,37.391,-4.555
P14768,42.099,-6.606
P4527,38.647,-6.768
P19923,43.590,-7.517
P18914,43.241,-4.492
P9734,40.449,-5.540
P14037,41.577,2.030
P1851,37.599,-5.496
P13508,41.536,0.216
P843,37.146,-5.061
P5871,39.098,-5.292
P18094,42.815,0.680
P6228,39.094,-1.103
P5913,39.049,-2.588
P16674,42.315,2.257
P4301,38.523,-3.509
P7713,39.743,-4.700
P14893,41.844,1.793
P11424,41.049,-6.398
P14941,42.147,-6.876
P13997,41.728,-0.638
P15001,42.108,-2.833
P14265,41.949,-5.395
P5889,39.085,-4.132
P4031,38.425,-3.640
P8925,40.098,-2.535
P9910,40.474,-3.568
P763,37.080,-3.873
P6055,39.106,-2.843
P5634,38.913,-1.566
P623,36.932,-2.128
P5613,38.958,-2.914
P15723,42.281,-1.946
P11708,41.148,-6.598
P13691,41.521,1.353
P9617,40.377,-3.703
P15878,42.374,-3.497
P10760,40.764,-3.095
P6096,39.002,-0.207
P17363,42.644,0.118
P14308,41.898,-2.507
P16869,42.664,-8.922
P9385,40.163,-0.370
P8074,39.500,2.956
P17240,42.779,-8.246
P13440,41.688,-4.326
P13353,41.449,0.877
P251,36.750,-5.938
P9644,40.328,-1.932
P4127,38.500,-5.936
P15373,42.169,-1.615
P7718,39.739,-4.375
P9720,40.449,-6.460
P11581,41.099,-5.469
P11010,40.898,-5.272
P19558,43.449,-6.550
P17148,42.694,-2.328
P5777,38.978,-1.948
P8678,39.668,3.370
P4314,38.501,-2.679
P10394,40.471,0.447
P4304,38.518,-3.317
P19576,43.448,-5.312
P7307,39.590,-4.508
P1076,37.237,-4.307
P7330,39.561,-3.016
P2196,37.749,-6.505
P8484,39.936,-2.152
P17426,42.835,-7.908
P16069,42.402,-2.616
P15628,42.327,-8.366
P10630,40.694,-2.372
P14896,41.831,1.994
P15564,42.181,-0.669
P15121,42.198,-6.675
P4162,38.477,-3.702
P1946,37.647,-6.883
P17270,42.800,-6.204
P16167,42.481,-8.101
P3849,38.395,-7.020
P3274,38.103,-2.762
P937,37.200,-5.937
P206,36.644,-4.881
P16563,42.598,-5.253
P2243,37.723,-3.537
P16597,42.561,-2.947
P2263,37.688,-2.276
P13978,41.779,-1.910
P3620,38.297,-5.172
P7177,39.535,-4.120
P7400,39.643,-7.234
P10390,40.485,0.185
P12059,41.197,-2.478
P18919,43.236,-4.149
P6917,39.414,-3.152
P10060,40.514,-3.106
P957,37.192,-4.684
P231,36.697,-5.253
P14630,42.035,-4.116
P8460,39.977,-3.716
P13867,41.536,1.891
P7019,39.499,-5.482
P12495,41.368,-3.268
P824,37.150,-6.250
P17498,42.813,-3.003
P19211,43.334,-7.991
P10089,40.451,-1.201
P19293,43.295,-2.362
P2906,37.922,-1.819
P2916,37.896,-1.187
P7736,39.716,-3.205
P13586,41.749,-5.665
P18359,43.100,-5.863
P17993,43.000,-6.205
P748,37.094,-4.811
P17025,42.455,1.663
P16071,42.398,-2.480
P2620,37.878,-3.785
P12684,41.338,-0.870
P5314,38.855,-2.790
P1596,37.495,-7.007
P11603,41.083,-4.010
P19404,43.400,-6.275
P12940,41.544,-4.864
P19571,43.450,-5.656
P14338,41.822,-0.496
P3340,38.197,-6.763
P1518,37.444,-4.805
P18205,43.035,-4.086
P14507,41.881,-0.693
P7555,39.700,-6.000
P14952,42.150,-6.135
P17188,42.580,0.384
P17313,42.769,-3.277
P10062,40.511,-2.974
P11629,41.041,-2.287
P18026,42.983,-3.951
P16680,42.286,2.660
P14108,41.891,-4.523
P16176,42.491,-7.491
P17799,42.946,-7.024
P16156,42.465,-8.913
P18908,43.245,-4.903
P4820,38.750,-6.192
P7681,39.747,-6.780
P8170,39.863,-3.068
P8040,39.781,-2.030
P13893,41.839,-7.610
P8677,39.673,3.306
P5780,38.971,-1.755
P14863,41.959,-0.215
P12694,41.307,-0.206
P16645,42.434,0.302
P17607,42.886,-7.841
P2256,37.702,-2.717
P6994,39.495,-7.101
P17806,42.949,-6.546
P5106,38.849,-6.578
P7591,39.676,-3.661
P7061,39.454,-2.762
P1941,37.644,-7.198
P14003,41.710,-0.237
P6323,39.239,-4.451
P18952,43.180,-1.889
P31,36.198,-5.382
P13746,41.800,-6.201
P15204,42.098,-1.080
P14186,41.710,0.703
P16236,42.472,-3.425
P1213,37.252,-2.738
P13256,41.649,-5.599
P184,36.650,-6.249
P19441,43.379,-3.732
P2068,37.698,-6.631
P2110,37.682,-3.981
P2331,37.800,-6.063
P16727,42.650,-6.204
P17884,42.855,-1.227
P16971,42.633,-1.992
P7700,39.749,-5.545
P15761,42.166,0.614
P3413,38.133,-2.124
P179,36.592,-4.695
P4909,38.616,-0.496
P11340,40.949,-2.557
P13954,41.824,-3.518
P16394,42.543,-4.711
P16081,42.376,-1.804
P8163,39.873,-3.524
P19436,43.385,-4.076
P10512,40.589,-0.927
P17912,42.765,0.675
P3335,38.195,-7.081
P11018,40.893,-4.743
P8660,39.913,-0.390
P14116,41.883,-3.986
P9896,40.490,-4.488
P547,36.886,-2.255
P6322,39.240,-4.515
P17359,42.657,-0.153
P6301,39.250,-5.871
P17285,42.797,-5.183
P4551,38.647,-5.232
P13205,41.328,2.000
P16922,42.698,-5.320
P19064,43.300,-6.206
P18053,42.937,-2.109
P3590,38.295,-7.082
P156,36.600,-6.124
P737,37.099,-5.499
P16303,42.289,1.101
P13367,41.391,1.807
P5995,39.148,-6.709
P14315,41.884,-2.037
P14142,41.840,-2.242
P9356,40.240,-2.265
P6739,39.400,-5.677
P14269,41.947,-5.126
P14196,41.670,1.370
P9323,40.289,-4.427
P18541,43.150,-5.726
P652,37.048,-5.312
P7346,39.529,-1.980
P17111,42.744,-4.843
P10157,40.600,-5.934
P17424,42.833,-8.044
P1547,37.409,-2.982
P13128,41.565,-3.126
P930,37.199,-6.376
P4673,38.699,-6.512
P8569,40.050,-6.327
P18242,42.968,-1.561
P13185,41.411,0.672
P4344,38.428,-0.767
P4483,38.475,-0.699
P6441,39.300,-6.194
P8659,39.916,-0.455
P12065,41.184,-2.079
P7853,39.794,-4.829
P18735,43.193,-4.698
P14413,41.996,-7.009
P11998,41.249,-6.532
P13025,41.353,0.800
P15326,42.244,-4.785
P188,36.650,-6.000
P15388,42.128,-0.606
P8871,40.150,-6.065
P11765,41.107,-2.814
P17497,42.814,-3.071
P2228,37.740,-4.484
P6675,39.218,-0.512
P7324,39.571,-3.405
P8799,39.996,-1.103
P2413,37.683,-0.886
P16271,42.398,-1.058
P13370,41.378,2.006
P5595,38.984,-4.071
P3209,38.147,-6.889
P12964,41.518,-3.262
P15915,42.295,-0.998
P10922,40.769,-1.641
P8307,39.931,-3.913
P10323,40.636,-4.221
P13613,41.731,-3.856
P2616,37.883,-4.038
P4915,38.596,-0.113
P12305,41.350,-5.867
P2965,38.050,-6.127
P1070,37.242,-4.683
P11145,40.950,-5.934
P160,36.600,-5.876
P11075,40.792,-0.978
P1223,37.232,-2.111
P1438,37.352,-2.733
P14810,42.079,-3.778
P17275,42.800,-5.864
P3116,38.092,-4.667
P9625,40.366,-3.178
P4690,38.699,-5.424
P16717,42.647,-6.883
P2487,37.836,-4.229
P6187,39.178,-3.743
P13155,41.507,-1.325
P6528,39.171,-0.580
P18192,43.046,-4.975
P10856,40.850,-6.000
P16583,42.581,-3.896
P5471,38.889,-2.275
P8525,39.639,3.105
P12089,41.120,-0.488
P8052,39.752,-1.251
P6653,39.277,-1.930
P2921,37.882,-0.871
P11011,40.897,-5.206
P9579,40.400,-6.197
P3619,38.297,-5.236
P9360,40.231,-2.004
P17532,42.733,-0.691
P19828,43.550,-6.276
P13689,41.529,1.220
P8305,39.933,-4.044
P2538,37.738,-1.008
P19430,43.391,-4.488
P6672,39.227,-0.705
P12074,41.163,-1.482
P862,37.130,-3.871
P14257,41.950,-5.933
P13156,41.505,-1.258
P4955,38.797,-6.834
P11298,40.998,-5.338
P16211,42.497,-5.119
P10946,40.699,-0.060
P18139,43.022,-8.597
P1963,37.650,-5.811
P13487,41.602,-1.184
P10514,40.584,-0.796
P9292,40.299,-6.459
P13773,41.789,-4.391
P16499,42.255,2.385
P8817,39.769,2.730
P12792,41.484,-4.065
P12780,41.495,-4.865
P6882,39.449,-5.417
P18531,43.149,-6.411
P9732,40.450,-5.671
P5182,38.768,-1.704
P12030,41.239,-4.404
P3942,38.293,-1.096
P14803,42.087,-4.249
P4208,38.379,-0.770
P7698,39.749,-5.675
P15034,42.028,-0.614
P12169,41.295,-4.935
P18873,43.243,-7.303
P8910,40.123,-3.515
P508,36.942,-4.689
P7871,39.776,-3.658
P14080,41.899,-6.403
P3476,38.250,-6.254
P11745,41.135,-4.141
P17321,42.756,-2.733
P13432,41.694,-4.862
P2736,37.940,-4.480
P9181,40.241,-4.559
P14416,41.997,-6.807
P17509,42.792,-2.254
P10924,40.764,-1.509
P7040,39.485,-4.121
P17805,42.948,-6.614
P17686,42.848,-2.456
P471,36.846,-2.570
P17125,42.731,-3.891
P15146,42.196,-4.988
P16953,42.668,-3.214
P13436,41.692,-4.594
P19684,43.489,-7.652
P6361,39.180,-2.001
P16190,42.499,-6.542
P1088,37.223,-3.555
P5591,38.988,-4.328
P18943,43.200,-2.505
P12017,41.248,-5.269
P12619,41.447,-5.200
P14622,42.042,-4.654
P19109,43.266,-3.119
P18191,43.046,-5.043
P13478,41.625,-1.785
P16311,42.255,1.639
P3377,38.189,-4.411
P17249,42.789,-7.634
P1439,37.350,-2.671
P1434,37.359,-2.984
P16639,42.455,-0.103
P12871,41.280,1.193
P3789,38.297,-2.561
P9822,40.282,0.232
P17304,42.782,-3.890
P4813,38.748,-6.641
P2105,37.687,-4.296
P16016,42.450,-6.203
P333,36.769,-3.384
P16293,42.327,0.427
P19058,43.298,-6.618
P17448,42.849,-6.409
P9572,40.398,-6.657
P10285,40.648,-6.725
P8262,39.947,-6.848
P12393,41.197,-0.015
P818,37.148,-6.626
P14516,41.853,-0.090
P3410,38.139,-2.315
P2235,37.733,-4.042
P15321,42.247,-5.122
P15849,42.399,-5.459
P6615,39.339,-4.384
P6727,39.399,-6.453
P12923,41.550,-6.000
P13480,41.620,-1.652
P16702,42.635,-7.902
P8476,39.952,-2.673
P6731,39.400,-6.194
P5717,39.050,-5.807
P8440,39.996,-5.021
P4334,38.456,-1.404
P1370,37.395,-7.006
P6136,39.195,-7.032
P7335,39.552,-2.692
P17782,42.930,-8.183
P17964,42.980,-8.185
P18063,42.913,-1.428
P18775,43.133,-1.961
P16762,42.630,-3.827
P6681,39.100,1.545
P3908,38.367,-3.259
P1821,37.591,-7.386
P2902,37.931,-2.072
P2876,37.977,-3.718
P16163,42.477,-8.372
P3156,38.033,-2.130
P12256,41.100,0.841
P4277,38.546,-5.042
P16139,42.175,2.104
P14998,42.113,-3.035
P19819,43.547,-6.896
P318,36.787,-4.318
P10847,40.849,-6.595
P8964,39.993,0.009
P5626,38.932,-2.079
P4701,38.693,-4.719
P14122,41.875,-3.583
P8723,40.100,-6.065
P16818,42.501,-0.031
P8143,39.894,-4.827
P18172,43.050,-6.342
P17669,42.876,-3.614
P3365,38.197,-5.174
P17817,42.950,-5.795
P9080,40.126,-1.879
P19086,43.293,-4.696
P12411,41.130,1.177
P5193,38.739,-1.000
P7297,39.597,-5.157
P17843,42.934,-4.021
P6886,39.447,-5.158
P14428,42.000,-6.000
P721,37.099,-6.501
P8323,39.907,-2.871
P17622,42.897,-6.818
P16582,42.583,-3.964
P18551,43.146,-5.042
P7420,39.650,-5.935
P2207,37.750,-5.811
P8725,40.100,-5.935
P15690,42.336,-4.175
P10056,40.520,-3.369
P5804,38.903,-0.216
P3008,38.020,-3.400
P17247,42.787,-7.770
P14811,42.078,-3.710
P10069,40.498,-2.514
P8339,39.874,-1.829
P16114,42.277,0.422
P14346,41.796,0.039
P16360,42.546,-7.017
P9244,40.116,-0.439
P15884,42.365,-3.091
P12342,41.321,-3.403
P4149,38.490,-4.532
P18244,42.963,-1.424
P6439,39.300,-6.323
P4862,38.722,-3.501
P5002,38.779,-3.820
P11459,41.034,-4.078
P336,36.764,-3.197
P17494,42.819,-3.275
P12841,41.385,-0.800
P5896,39.076,-3.682
P14503,41.893,-0.961
P12836,41.399,-1.132
P17853,42.921,-3.339
P15118,42.197,-6.877
P11763,41.110,-2.947
P16218,42.492,-4.645
P17368,42.626,0.457
P3637,38.284,-4.090
P15318,42.248,-5.325
P13953,41.825,-3.585
P14671,41.959,-1.360
P5033,38.723,-1.835
P13287,41.624,-3.525
P8359,39.820,-0.529
P8371,39.609,2.840
P16883,42.684,-7.971
P18320,43.074,-8.530
P10006,40.548,-6.658
P12857,41.333,0.264
P4032,38.424,-3.576
P5928,39.016,-1.624
P4429,38.585,-4.146
P4523,38.645,-7.024
P16159,42.471,-8.642
P2775,37.879,-2.012
P3013,38.012,-3.083
P8049,39.760,-1.445
P19918,43.586,-7.861
P1657,37.464,-3.169
P16233,42.477,-3.628
P16003,42.445,-7.084
P7752,39.686,-2.166
P16806,42.539,-0.843
P8270,39.950,-6.326
P19059,43.299,-6.549
P18177,43.050,-6.000
P11,36.099,-5.568
P13642,41.679,-1.916
P4147,38.492,-4.659
P7851,39.795,-4.959
P5885,39.089,-4.390
P19431,43.390,-4.419
P7462,39.616,-3.209
P1869,37.588,-4.361
P4991,38.790,-4.525
P2319,37.797,-6.822
P17090,42.750,-6.272
P2579,37.899,-6.380
P12662,41.393,-2.334
P10036,40.542,-4.684
P2408,37.697,-1.201
P15188,42.138,-2.157
P6756,39.391,-4.577
P12858,41.330,0.330
P16239,42.468,-3.222
P3231,38.149,-5.492
P8712,40.097,-6.784
P17076,42.744,-7.225
P14710,41.828,1.253
P15659,42.350,-6.270
P3146,38.053,-2.764
P5646,38.881,-0.796
P13486,41.605,-1.251
P1984,37.640,-4.486
P7837,39.800,-5.870
P15360,42.198,-2.491
P19552,43.446,-6.963
P3669,38.231,-2.055
P16807,42.536,-0.775
P14526,41.817,0.579
P16270,42.401,-1.125
P13979,41.777,-1.843
P3935,38.312,-1.541
P4330,38.466,-1.658
P7179,39.532,-3.990
P4294,38.532,-3.956
P1095,37.212,-3.116
P6899,39.438,-4.317
P88,36.398,-5.318
P4553,38.646,-5.104
P2242,37.724,-3.600
P18493,43.112,-9.011
P5286,38.891,-4.587
P9939,40.419,-1.664
P12461,41.399,-5.533
P14347,41.793,0.106
P16625,42.498,-1.050
P17229,42.400,3.151
P7021,39.498,-5.352
P7355,39.507,-1.397
P12102,41.077,0.373
P10802,40.662,-0.328
P10467,40.681,-3.890
P16619,42.514,-1.456
P16375,42.550,-6.000
P430,36.897,-5.126
P13119,41.578,-3.728
P13455,41.670,-3.323
P15356,42.206,-2.761
P11501,40.955,-1.297
P4004,38.448,-5.362
P16325,42.191,2.580
P8431,39.999,-5.608
P1330,37.292,-2.422
P11042,40.865,-3.157
P782,37.050,-2.685
P9345,40.261,-2.985
P15617,41.968,2.888
P12825,41.427,-1.865
P6510,39.220,-1.740
P7912,39.691,-0.995
P6289,39.248,-6.646
P976,37.172,-3.494
P14029,41.612,1.497
P19215,43.338,-7.717
P11776,41.085,-2.085
P16938,42.687,-4.233
P15513,42.285,-4.108
P14956,42.150,-5.865
P13873,41.509,2.290
P152,36.542,-4.696
P4857,38.729,-3.822
P8892,40.143,-4.692
P12543,41.251,-0.077
P15767,42.143,1.017
P10779,40.726,-1.842
P18935,43.214,-3.053
P11000,40.900,-5.934
P4827,38.750,-5.744
P16253,42.442,-2.275
P8865,40.149,-6.458
P1726,37.550,-6.063
P14923,42.132,-8.089
P2218,37.746,-5.116
P16843,42.405,1.657
P8641,39.967,-1.627
P5572,38.999,-5.550
P3780,38.313,-3.134
P3473,38.249,-6.445
P567,36.999,-5.625
P1894,37.554,-2.787
P234,36.696,-5.067
P3509,38.235,-4.155
P17290,42.794,-4.843
P4345,38.425,-0.703
P12261,41.081,1.171
P2386,37.748,-2.588
P16998,42.558,-0.162
P7750,39.690,-2.296
P17958,42.972,-8.595
P6524,39.183,-0.838
P11812,40.980,0.297
P7922,39.661,-0.346
P1269,37.350,-6.251
P7732,39.722,-3.465
P329,36.775,-3.633
P12346,41.315,-3.137
P19432,43.389,-4.351
P6521,39.192,-1.031
P3140,38.064,-3.144
P12973,41.503,-2.662
P15256,41.902,2.407
P5739,39.039,-4.391
P17696,42.826,-1.775
P11894,41.179,-3.808
P19095,43.285,-4.079
P12678,41.355,-1.269
P14650,42.006,-2.771
P9302,40.300,-5.803
P1895,37.552,-2.724
P4159,38.480,-3.893
P18530,43.149,-6.479
P14616,42.046,-5.058
P18525,43.147,-6.822
P11033,40.878,-3.751
P2697,37.946,-6.950
P15548,42.224,-1.747
P5584,38.993,-4.778
P14706,41.844,0.985
P18383,43.087,-4.222
P17769,42.911,-9.070
P11668,40.931,0.292
P16985,42.597,-1.042
P775,37.062,-3.122
P11865,41.200,-5.734
P3173,37.991,-1.053
P15535,42.252,-2.623
P8522,39.654,2.912
P3495,38.246,-5.046
P13935,41.844,-4.792
P14833,42.040,-2.230
P10436,40.700,-5.934
P13844,41.629,0.359
P16774,42.613,-3.012
P14774,42.100,-6.202
P11565,41.099,-6.531
P16604,42.548,-2.472
P10466,40.682,-3.956
P19561,43.450,-6.344
P16187,42.498,-6.746
P14587,42.046,-7.010
P362,36.848,-5.376
P7910,39.696,-1.124
P3779,38.315,-3.198
P17281,42.799,-5.455
P4724,38.666,-3.247
P1225,37.227,-1.986
P17458,42.850,-5.727
P7305,39.592,-4.638
P13444,41.684,-4.059
P7001,39.498,-6.648
P12083,41.138,-0.885
P5455,38.918,-3.302
P14268,41.947,-5.194
P12658,41.401,-2.600
P4256,38.549,-6.383
P11236,40.791,0.081
P12815,41.449,-2.531
P3011,38.015,-3.210
P15056,41.952,0.862
P17711,42.786,-0.755
P15598,42.056,1.616
P17959,42.974,-8.526
P16382,42.549,-5.525
P4882,38.687,-2.221
P3734,38.350,-6.064
P8172,39.859,-2.938
P18360,43.100,-5.795
P15854,42.397,-5.120
P17811,42.950,-6.205
P4905,38.628,-0.751
P14459,41.982,-3.915
P1952,37.649,-6.505
P1423,37.376,-3.675
P15968,42.092,2.567
P1185,37.290,-4.494
P15608,42.011,2.286
P9658,40.293,-1.015
P1479,37.443,-7.258
P14398,41.983,-8.017
P62,36.350,-5.938
P7882,39.759,-2.943
P15885,42.363,-3.024
P16700,42.633,-8.038
P6786,39.350,-2.638
P1839,37.600,-6.252
P19214,43.337,-7.785
P17344,42.703,-1.171
P8011,39.831,-3.916
P12967,41.513,-3.062
P168,36.598,-5.379
P6014,39.149,-5.484
P3946,38.282,-0.841
P8366,39.634,2.517
P6923,39.404,-2.764
P17173,42.630,-0.632
P10092,40.442,-1.004
P4908,38.619,-0.560
P6891,39.444,-4.835
P886,37.090,-2.370
P17679,42.861,-2.932
P10459,40.689,-4.417
P16010,42.448,-6.609
P7965,39.846,-6.912
P17800,42.946,-6.955
P3801,38.271,-1.798
P11210,40.868,-1.634
P11044,40.862,-3.024
P9902,40.484,-4.093
P12207,41.245,-2.408
P1295,37.341,-4.618
P16921,42.698,-5.388
P1619,37.499,-5.559
P16737,42.649,-5.524
P3746,38.348,-5.299
P13303,41.597,-2.456
P10911,40.793,-2.367
P11419,41.048,-6.729
P6201,39.156,-2.841
P4107,38.493,-7.213
P11458,41.035,-4.144
P17026,42.450,1.730
P5474,38.882,-2.082
P12491,41.374,-3.535
P11597,41.089,-4.408
P2089,37.698,-5.306
P9379,40.181,-0.761
P4469,38.514,-1.592
P3950,38.270,-0.587
P4271,38.548,-5.425
P15408,42.059,0.738
P2601,37.895,-4.987
P4667,38.696,-6.896
P12410,41.134,1.110
P19386,43.391,-7.512
P17191,42.569,0.587
P18312,43.061,-9.077
P17000,42.551,-0.027
P2988,38.042,-4.668
P10771,40.743,-2.369
P18880,43.247,-6.823
P17872,42.885,-2.044
P16538,42.596,-6.950
P10327,40.632,-3.957
P10708,40.799,-6.528
P2618,37.880,-3.912
P1793,37.472,-1.846
P11138,40.949,-6.397
P18948,43.189,-2.163
P17130,42.725,-3.551
P4198,38.406,-1.407
P11602,41.084,-4.076
P4829,38.749,-5.616
P11229,40.815,-0.381
P10377,40.528,-0.668
P17194,42.558,0.790
P17660,42.887,-4.227
P13776,41.786,-4.190
P17158,42.671,-1.649
P15570,42.162,-0.265
P8287,39.947,-5.217
P7553,39.700,-6.130
P7494,39.547,-1.135
P16169,42.484,-7.965
P6325,39.238,-4.322
P5605,38.971,-3.428
P13812,41.725,-1.779
P12984,41.480,-1.928
P8119,39.899,-6.391
P17437,42.844,-7.158
P10614,40.722,-3.427
P12348,41.312,-3.004
P17846,42.930,-3.817
P16669,42.337,1.920
P5354,38.753,-0.228
P13263,41.647,-5.130
P19223,43.344,-7.167
P14720,41.785,1.921
P14296,41.919,-3.313
P16771,42.618,-3.216
P1640,37.486,-4.238
P13277,41.636,-4.194
P12485,41.382,-3.934
P14129,41.865,-3.113
P7322,39.574,-3.535
P12494,41.370,-3.335
P11746,41.134,-4.075
P3009,38.018,-3.336
P18412,43.041,-2.240
P12185,41.281,-3.871
P7178,39.533,-4.055
P17736,42.699,0.941
P11919,41.137,-2.148
P13358,41.429,1.209
P18761,43.161,-2.918
P7174,39.538,-4.314
P17280,42.799,-5.523
P8923,40.102,-2.666
P10729,40.797,-5.141
P12318,41.346,-5.001
P16121,42.251,0.893
P1651,37.473,-3.546
P10009,40.549,-6.461
P14102,41.895,-4.926
P8492,39.917,-1.631
P12929,41.549,-5.599
P16195,42.500,-6.203
P8651,39.940,-0.976
P5262,38.900,-6.128
P4470,38.511,-1.528
P5467,38.897,-2.531
P7198,39.504,-2.760
P3302,38.038,-0.987
P7577,39.691,-4.571
P1889,37.562,-3.102
P2573,37.897,-6.760
P783,37.048,-2.622
P13434,41.693,-4.728
P1253,37.343,-7.256
P535,36.909,-3.004
P5189,38.751,-1.256
P18770,43.143,-2.302
P1214,37.250,-2.675
P1604,37.499,-6.503
P6990,39.492,-7.360
P18745,43.184,-4.013
P15904,42.324,-1.740
P9719,40.449,-6.526
P428,36.898,-5.251
P19392,43.395,-7.100
P17369,42.623,0.524
P1628,37.495,-4.993
P7582,39.687,-4.246
P9112,39.853,2.938
P974,37.174,-3.619
P17484,42.833,-3.956
P9810,40.322,-0.553
P14032,41.599,1.697
P11788,41.055,-1.290
P1481,37.444,-7.132
P13169,41.467,-0.392
P3975,38.444,-7.212
P2650,37.824,-1.888
P14798,42.092,-4.586
P18421,43.021,-1.626
P8482,39.940,-2.282
P17533,42.730,-0.624
P15980,42.421,-8.640
P7229,39.430,-0.754
P9355,40.242,-2.331
P375,36.841,-4.566
P14905,41.788,2.595
P431,36.896,-5.064
P16811,42.524,-0.505
P15064,41.919,1.398
P5593,38.986,-4.199
P12468,41.396,-5.067
P2856,37.995,-4.986
P7230,39.427,-0.690
P15195,42.122,-1.686
P15424,41.993,1.811
P13152,41.515,-1.525
P10077,40.481,-1.989
P19027,43.269,-8.744
P8788,40.024,-1.820
P3221,38.150,-6.127
P15867,42.387,-4.241
P15151,42.192,-4.651
P9944,40.406,-1.336
P7334,39.554,-2.757
P18951,43.182,-1.957
P15742,42.231,-0.665
P1106,37.192,-2.427
P687,37.013,-3.124
P14467,41.971,-3.378
P16478,42.347,0.971
P12928,41.550,-5.666
P3098,38.100,-5.810
P4903,38.634,-0.879
P3907,38.368,-3.323
P9725,40.450,-6.131
P1001,37.125,-1.929
P11605,41.081,-3.877
P7629,39.599,-1.196
P1103,37.198,-2.615
P18095,42.811,0.748
P11321,40.980,-3.814
P15855,42.396,-5.053
P15003,42.104,-2.698
P3848,38.395,-7.084
P6246,38.955,1.465
P3433,38.082,-0.856
P10740,40.789,-4.415
P14055,41.882,-8.081
P15069,41.898,1.732
P5181,38.771,-1.768
P14312,41.890,-2.239
P13452,41.674,-3.523
P7063,39.450,-2.633
P1493,37.449,-6.377
P3608,38.300,-5.936
P11572,41.100,-6.066
P4833,38.748,-5.359
P6072,39.071,-1.749
P10026,40.548,-5.342
P11353,40.921,-1.697
P5126,38.848,-5.294
P14211,41.604,2.369
P8877,40.150,-5.673
P10100,40.419,-0.480
P18567,43.133,-3.947
P7422,39.650,-5.805
P17060,42.728,-8.313
P17336,42.724,-1.714
P18345,43.097,-6.821
P13283,41.629,-3.793
P614,36.950,-2.690
P5485,38.856,-1.377
P4597,38.589,-2.291
P4182,38.443,-2.426
P13008,41.413,-0.330
P4875,38.701,-2.669
P14200,41.653,1.636
P8054,39.746,-1.121
P13531,41.445,1.746
P3931,38.321,-1.795
P5576,38.998,-5.293
P5279,38.896,-5.037
P3508,38.236,-4.219
P16783,42.596,-2.402
P543,36.895,-2.505
P9453,40.347,-5.147
P19050,43.294,-7.166
P12228,41.194,-1.014
P1500,37.450,-5.937
P2102,37.690,-4.485
P9922,40.455,-2.779
P9223,40.174,-1.810
P15653,42.348,-6.676
P3414,38.131,-2.061
P17665,42.881,-3.886
P1758,37.533,-4.048
P3817,38.229,-0.782
P13291,41.618,-3.258
P7483,39.575,-1.847
P787,37.040,-2.372
P13644,41.675,-1.782
P2119,37.670,-3.413
P3883,38.394,-4.852
P18696,43.192,-7.370
P17639,42.900,-5.659
P5142,38.837,-4.267
P14590,42.047,-6.808
P1036,37.247,-6.815
P9647,40.322,-1.736
P10639,40.673,-1.779
P3788,38.299,-2.625
P8007,39.836,-4.177
P2505,37.812,-3.091
P3516,38.227,-3.710
P12788,41.488,-4.331
P1710,37.545,-7.071
P6144,39.199,-6.516
P11520,40.898,-0.042
P14179,41.736,0.235
P15496,42.298,-5.257
P16246,42.456,-2.748
P16983,42.603,-1.178
P12647,41.420,-3.333
P15072,41.885,1.933
P1752,37.539,-4.426
P530,36.917,-3.316
P870,37.119,-3.371
P14707,41.840,1.052
