ID,Latitud,Longitud
P3761,38.338,-4.344
P19565,43.450,-6.069
P10593,40.744,-4.812
P7412,39.649,-6.455
P1827,37.595,-7.008
P8520,39.664,2.782
P1401,37.396,-5.057
P8065,39.714,-0.407
P11140,40.950,-6.265
P642,37.050,-5.937
P11876,41.196,-5.003
P7080,39.413,-1.533
P7475,39.592,-2.366
P3537,38.191,-2.376
P12156,41.300,-5.800
P9524,40.219,-0.496
P3485,38.249,-5.682
P15070,41.894,1.799
P16408,42.529,-3.762
P16572,42.592,-4.643
P11620,41.059,-2.883
P3910,38.363,-3.132
P9623,40.369,-3.309
P7464,39.613,-3.079
P11244,40.763,0.607
P5866,39.099,-5.614
P15320,42.247,-5.190
P5343,38.787,-0.932
P2514,37.796,-2.523
P1871,37.586,-4.235
P12875,41.263,1.458
P7449,39.633,-4.052
P9659,40.290,-0.950
P3816,38.232,-0.845
P1166,37.300,-5.686
P785,37.044,-2.497
P17197,42.546,0.993
P208,36.643,-4.756
P3804,38.264,-1.607
P9811,40.319,-0.488
P492,36.950,-5.688
P7474,39.594,-2.431
P14797,42.092,-4.653
P286,36.800,-6.312
P7622,39.617,-1.650
P3091,38.100,-6.254
P2160,37.580,-0.830
P4194,38.416,-1.662
P314,36.791,-4.567
P18378,43.092,-4.564
P8646,39.954,-1.302
P17482,42.835,-4.092
P7454,39.627,-3.728
P11017,40.894,-4.809
P5198,38.725,-0.680
P15441,41.913,2.948
P6234,39.077,-0.717
P4604,38.573,-1.844
P18046,42.952,-2.587
P7149,39.550,-5.935
P14490,41.927,-1.833
P18153,43.039,-7.640
P15413,42.040,1.074
P19600,43.405,-2.700
P5589,38.989,-4.457
P15765,42.151,0.883
P8632,39.988,-2.214
P9327,40.285,-4.165
P19290,43.301,-2.568
P20012,43.640,-7.587
P9032,40.196,-5.018
P12960,41.524,-3.529
P852,37.140,-4.497
P11319,40.982,-3.947
P6956,39.324,-0.633
P16770,42.619,-3.284
P3244,38.142,-4.666
P7136,39.547,-6.778
P15755,42.188,0.211
P11920,41.135,-2.082
P4959,38.798,-6.577
P8005,39.837,-4.307
P2378,37.762,-3.093
P11617,41.064,-3.082
P637,37.050,-6.250
P10315,40.643,-4.748
P18558,43.141,-4.562
P15956,42.147,1.762
P14326,41.857,-1.300
P4385,38.596,-6.959
P328,36.776,-3.695
P1623,37.498,-5.308
P4348,38.416,-0.512
P311,36.793,-4.754
P7169,39.542,-4.639
P17863,42.904,-2.657
P19725,43.477,-3.660
P3124,38.085,-4.159
P6432,39.297,-6.775
P10441,40.699,-5.604
P17255,42.794,-7.226
P7979,39.850,-6.000
P13424,41.699,-5.397
P9102,40.066,-0.443
P16527,42.588,-7.697
P19381,43.386,-7.855
P18582,43.111,-2.921
P5635,38.911,-1.502
P2501,37.818,-3.344
P9630,40.357,-2.850
P8121,39.900,-6.261
P2893,37.950,-2.642
P4454,38.547,-2.549
P16025,42.449,-5.594
P17073,42.742,-7.429
P828,37.150,-6.000
P12976,41.497,-2.462
P17471,42.844,-4.842
P13695,41.504,1.619
P1720,37.549,-6.441
P762,37.081,-3.935
P18422,43.018,-1.557
P2983,38.045,-4.985
P17666,42.880,-3.818
P17241,42.780,-8.178
P10654,40.633,-0.792
P6482,39.274,-3.546
P14762,42.096,-7.010
P12464,41.398,-5.334
P17412,42.816,-8.861
P19444,43.375,-3.526
P12453,41.400,-6.067
P2897,37.942,-2.389
P2651,37.822,-1.825
P9469,40.334,-4.098
P10720,40.800,-5.736
P12541,41.257,-0.210
P8517,39.679,2.588
P15963,42.115,2.232
P3691,38.173,-0.658
P17149,42.692,-2.260
P15511,42.287,-4.243
P1997,37.626,-3.667
P17678,42.863,-3.001
P12663,41.391,-2.267
P7022,39.498,-5.287
P8024,39.813,-3.071
P7180,39.531,-3.926
P6053,39.110,-2.972
P9343,40.264,-3.116
P15370,42.176,-1.817
P1831,37.597,-6.756
P15873,42.380,-3.835
P16108,42.298,0.018
P18028,42.980,-3.815
P9207,40.207,-2.857
P10765,40.755,-2.765
P10047,40.532,-3.960
P18183,43.049,-5.590
P2788,37.846,-1.190
P10160,40.600,-5.737
P16170,42.485,-7.897
P13986,41.760,-1.374
P16477,42.350,0.904
P17548,42.680,0.394
P17657,42.890,-4.432
P9224,40.172,-1.745
P3250,38.137,-4.285
P615,36.948,-2.627
P509,36.941,-4.626
P6433,39.298,-6.711
P8302,39.937,-4.239
P14862,41.962,-0.282
P18138,43.020,-8.665
P8909,40.125,-3.580
P11781,41.073,-1.754
P12924,41.550,-5.933
P5551,38.996,-6.900
P16396,42.541,-4.576
P10506,40.606,-1.322
P9576,40.399,-6.394
P17354,42.674,-0.492
P3300,38.043,-1.113
P7034,39.490,-4.510
P616,36.947,-2.565
P8906,40.129,-3.776
P8649,39.946,-1.106
P1768,37.520,-3.418
P9447,40.349,-5.541
P12332,41.334,-4.069
P8874,40.150,-5.869
P6011,39.150,-5.678
P14524,41.825,0.445
P9251,40.093,0.018
P16234,42.475,-3.561
P5561,39.000,-6.257
P16298,42.308,0.764
P12715,41.230,1.187
P20014,43.641,-7.449
P11901,41.170,-3.343
P6286,39.247,-6.839
P2344,37.797,-5.242
P5053,38.669,-0.556
P9959,40.362,-0.353
P67,36.349,-5.628
P17971,42.988,-7.707
P18765,43.153,-2.644
P7985,39.849,-5.609
P16161,42.474,-8.507
P14846,42.009,-1.356
P18553,43.145,-4.905
P15328,42.242,-4.650
P15401,42.085,0.268
P1169,37.299,-5.498
P15983,42.425,-8.437
P1949,37.648,-6.694
P14901,41.807,2.328
P16545,42.599,-6.475
P9056,40.172,-3.448
P8474,39.956,-2.803
P12512,41.337,-2.137
P102,36.449,-5.442
P8928,40.092,-2.339
P6999,39.497,-6.777
P13130,41.562,-2.993
P12997,41.447,-1.062
P6344,39.213,-3.096
P6379,39.133,-0.842
P5148,38.830,-3.883
P6174,39.191,-4.581
P2975,38.049,-5.493
P8670,39.709,2.853
P8741,40.095,-4.889
P15232,42.005,0.800
P13316,41.568,-1.588
P15245,41.952,1.671
P14878,41.906,0.790
P1257,37.345,-7.005
P10073,40.489,-2.251
P11912,41.151,-2.613
P14647,42.011,-2.972
P14491,41.924,-1.766
P15656,42.349,-6.473
P74,36.400,-6.186
P19292,43.297,-2.431
P7030,39.493,-4.769
P526,36.923,-3.565
P4166,38.471,-3.447
P4106,38.493,-7.277
P14643,42.018,-3.241
P10250,40.435,0.180
P465,36.858,-2.944
P4134,38.499,-5.489
P4574,38.628,-3.761
P4340,38.440,-1.021
P1638,37.488,-4.364
P9293,40.299,-6.393
P3089,38.099,-6.381
P10108,40.392,0.044
P18394,43.074,-3.470
P1075,37.238,-4.370
P5618,38.949,-2.593
P4984,38.795,-4.974
P7285,39.600,-5.935
P9801,40.348,-1.143
P7560,39.700,-5.675
P12100,41.084,0.240
P19700,43.499,-6.551
P14203,41.640,1.836
P17178,42.614,-0.293
P1655,37.467,-3.295
P6856,39.445,-7.101
P11356,40.913,-1.499
P3092,38.100,-6.190
P10023,40.549,-5.539
P8949,40.040,-0.969
P13581,41.750,-6.000
P570,36.999,-5.438
P16314,42.242,1.841
P9826,40.016,4.010
P18557,43.142,-4.631
P10154,40.600,-6.132
P17372,42.611,0.728
P11937,41.091,-0.956
P6912,39.422,-3.476
P6875,39.450,-5.871
P12931,41.549,-5.466
P9218,40.185,-2.137
P5708,39.049,-6.386
P19835,43.550,-5.793
P12048,41.217,-3.208
P11216,40.853,-1.238
P14115,41.884,-4.053
P1967,37.649,-5.559
P16106,42.305,-0.117
P1033,37.245,-7.003
P6036,39.134,-4.067
P16940,42.685,-4.097
P4420,38.593,-4.721
P6017,39.148,-5.291
P4115,38.498,-6.702
P322,36.783,-4.069
P7766,39.652,-1.258
P15666,42.350,-5.797
P14057,41.884,-7.947
P4836,38.747,-5.167
P16910,42.700,-6.136
P1617,37.500,-5.685
P4854,38.733,-4.014
P9319,40.293,-4.689
P2611,37.888,-4.354
P19383,43.388,-7.718
P400,36.809,-3.008
P6082,39.045,-1.106
P11780,41.075,-1.820
P13085,41.600,-6.000
P11756,41.121,-3.411
P14133,41.858,-2.845
P9729,40.450,-5.869
P920,37.196,-7.003
P16353,42.541,-7.492
P2468,37.849,-5.431
P1602,37.498,-6.629
P9683,39.949,4.197
P14396,41.980,-8.152
P16344,42.532,-8.102
P8140,39.896,-5.022
P9245,40.113,-0.374
P16610,42.535,-2.066
P8731,40.099,-5.542
P1485,37.447,-6.880
P7550,39.700,-6.325
P9641,40.335,-2.129
P19305,43.268,-1.540
P14692,41.896,0.048
P15803,42.372,-8.571
P9794,40.367,-1.601
P15453,42.280,-8.162
P3616,38.298,-5.427
P12196,41.265,-3.139
P2984,38.045,-4.922
P15426,41.984,1.945
P5852,39.099,-6.515
P14890,41.857,1.593
P10039,40.540,-4.487
P16887,42.688,-7.699
P4895,38.656,-1.390
P14435,41.999,-5.529
P9497,40.290,-2.263
P4619,38.534,-0.886
P16537,42.596,-7.018
P9603,40.392,-4.621
P9882,40.498,-5.408
P5477,38.876,-1.890
P11569,41.100,-6.265
P7031,39.493,-4.704
P13817,41.712,-1.444
P106,36.447,-5.194
P3042,37.949,-1.247
P17292,42.793,-4.706
P6089,39.024,-0.657
P14586,42.045,-7.077
P4886,38.678,-1.966
P14823,42.060,-2.903
P14664,41.977,-1.830
P11772,41.093,-2.350
P1048,37.250,-6.063
P15627,42.325,-8.434
P10602,40.736,-4.218
P4687,38.699,-5.616
P2202,37.750,-6.126
P10657,40.624,-0.595
P5431,38.944,-4.843
P18220,43.014,-3.062
P15400,42.088,0.201
P8078,39.479,3.214
P6996,39.496,-6.972
P5434,38.942,-4.650
P3018,38.003,-2.766
P4897,38.651,-1.262
P7921,39.664,-0.411
P6908,39.428,-3.735
P17107,42.747,-5.116
P16452,42.436,-0.783
P6938,39.373,-1.795
P856,37.136,-4.247
P7556,39.700,-5.935
P9949,40.392,-1.008
P18009,42.997,-5.112
P4463,38.528,-1.974
P19300,43.280,-1.883
P5037,38.714,-1.579
P132,36.550,-5.938
P11933,41.102,-1.220
P3949,38.273,-0.651
P16851,42.369,2.196
P1544,37.414,-3.171
P2609,37.890,-4.481
P9094,40.090,-0.965
P10158,40.600,-5.868
P10887,40.832,-3.951
P5404,38.949,-6.578
P17668,42.878,-3.682
P10438,40.700,-5.802
P4745,38.626,-1.905
P12179,41.287,-4.270
P7265,39.593,-7.233
P15575,42.145,0.071
P6329,39.233,-4.064
P3220,38.150,-6.191
P16459,42.415,-0.311
P1425,37.373,-3.550
P5555,38.998,-6.643
P18868,43.239,-7.645
P6878,39.450,-5.676
P15990,42.434,-7.964
P5927,39.018,-1.688
P3604,38.300,-6.191
P19087,43.292,-4.628
P3170,37.999,-1.243
P15541,42.240,-2.219
P16752,42.641,-4.506
P15694,42.332,-3.904
P10353,40.589,-2.246
P3881,38.395,-4.980
P14907,41.779,2.728
P11645,41.003,-1.228
P6883,39.448,-5.353
P17652,42.894,-4.773
P13927,41.848,-5.329
P10365,40.561,-1.457
P10587,40.747,-5.208
P8917,40.112,-3.058
P14035,41.586,1.897
P12660,41.397,-2.467
P16124,42.239,1.095
P15602,42.039,1.884
P4704,38.690,-4.527
P12778,41.496,-4.999
P3359,38.199,-5.555
P1532,37.431,-3.925
P7076,39.422,-1.792
P9071,40.146,-2.467
P7571,39.695,-4.960
P14899,41.817,2.194
P2406,37.702,-1.327
P8630,39.992,-2.344
P11714,41.150,-6.199
P16183,42.496,-7.017
P3216,38.149,-6.445
P12777,41.496,-5.066
P3095,38.100,-6.000
P10503,40.614,-1.519
P3265,38.118,-3.333
P619,36.941,-2.378
P11162,40.944,-4.809
P6465,39.292,-4.644
P13435,41.692,-4.661
P7783,39.405,2.879
P13371,41.373,2.072
P3050,37.926,-0.741
P15353,42.211,-2.963
P8135,39.898,-5.348
P12050,41.214,-3.075
P2025,37.575,-1.903
P7228,39.433,-0.819
P3552,38.157,-1.423
P5024,38.743,-2.411
P3650,38.267,-3.263
P7226,39.438,-0.948
P16723,42.649,-6.476
P11663,40.948,-0.038
P8795,40.007,-1.363
P12624,41.444,-4.866
P3404,38.151,-2.696
P13970,41.797,-2.445
P18211,43.028,-3.676
P11960,41.016,0.566
P3036,37.965,-1.626
P4524,38.646,-6.960
P4720,38.672,-3.503
P19688,43.492,-7.377
P9780,40.398,-2.519
P16642,42.444,0.099
P19814,43.543,-7.309
P469,36.850,-2.694
P149,36.544,-4.882
P6783,39.356,-2.831
P6796,39.330,-1.992
P408,36.782,-2.136
P2647,37.831,-2.078
P2911,37.910,-1.503
P8464,39.972,-3.455
P12811,41.456,-2.797
P13944,41.836,-4.188
P18252,42.941,-0.879
P3856,38.398,-6.574
P3257,38.129,-3.840
P14838,42.029,-1.894
P19536,43.432,-8.063
P11169,40.938,-4.345
P8292,39.945,-4.891
P11670,40.923,0.424
P16294,42.323,0.494
P17773,42.917,-8.797
P730,37.100,-5.937
P4472,38.506,-1.400
P1561,37.382,-2.103
P15708,42.311,-2.958
P12509,41.343,-2.336
P5713,39.050,-6.064
P14841,42.022,-1.692
P13438,41.690,-4.460
P13579,41.750,-6.134
P4563,38.640,-4.464
P18188,43.048,-5.248
P14891,41.853,1.660
P11348,40.932,-2.028
P15928,42.255,-0.121
P10071,40.494,-2.383
P76,36.400,-6.062
P16037,42.444,-4.781
P17322,42.754,-2.665
P11915,41.145,-2.414
P16306,42.276,1.303
P7005,39.499,-6.389
P11283,40.999,-6.331
P2390,37.740,-2.336
P19676,43.480,-8.202
P2380,37.759,-2.967
P8266,39.949,-6.587
P16186,42.497,-6.813
P12968,41.512,-2.995
P14752,42.088,-7.684
P15631,42.330,-8.163
P14134,41.856,-2.778
P6182,39.184,-4.065
P11172,40.935,-4.147
P5770,38.993,-2.398
P10334,40.623,-3.496
P7445,39.638,-4.312
P3605,38.300,-6.127
P19209,43.331,-8.128
P16007,42.447,-6.813
P2075,37.700,-6.189
P3108,38.097,-5.175
P2339,37.799,-5.558
P9330,40.282,-3.968
P15257,41.898,2.474
P2189,37.746,-6.947
P18025,42.984,-4.020
P15740,42.236,-0.799
P17972,42.989,-7.639
P3268,38.114,-3.142
P18173,43.050,-6.273
P4823,38.750,-6.000
P16914,42.700,-5.864
P7776,39.623,-0.609
P18209,43.030,-3.813
P14066,41.892,-7.343
P17048,42.345,3.212
P3737,38.350,-5.873
P18759,43.164,-3.055
P17273,42.800,-6.000
P325,36.780,-3.882
P11600,41.086,-4.209
P6044,39.124,-3.551
P8746,40.091,-4.562
P9310,40.298,-5.279
P12817,41.445,-2.398
P12057,41.201,-2.610
P6092,39.015,-0.464
P11578,41.099,-5.668
P17694,42.831,-1.911
P7466,39.609,-2.949
P1940,37.643,-7.261
P7482,39.577,-1.912
P2537,37.741,-1.071
P13920,41.850,-5.799
P5167,38.801,-2.664
P10370,40.548,-1.128
P17955,42.968,-8.799
P19679,43.484,-7.996
P11877,41.195,-4.937
P1397,37.398,-5.309
P16658,42.384,1.179
P5297,38.880,-3.881
P1535,37.427,-3.736
P5398,38.946,-6.964
P16886,42.687,-7.767
P2446,37.847,-6.822
P19279,43.320,-3.323
P12881,41.237,1.855
P346,36.849,-6.374
P2154,37.597,-1.208
P2278,37.652,-1.330
P15005,42.100,-2.564
P655,37.047,-5.125
P14013,41.675,0.431
P9231,40.154,-1.288
P1729,37.550,-5.874
P16214,42.495,-4.916
P6819,39.268,-0.508
P4480,38.484,-0.890
P4297,38.528,-3.764
P145,36.547,-5.131
P9428,40.347,-6.787
P2356,37.790,-4.483
P5058,38.653,-0.236
P16289,42.341,0.157
P4728,38.660,-2.991
P13428,41.697,-5.130
P14604,42.050,-5.865
P17987,42.998,-6.615
P4575,38.627,-3.697
P19831,43.550,-6.069
P8362,39.810,-0.334
P6718,39.395,-7.035
P12337,41.328,-3.736
P9940,40.416,-1.598
P19096,43.284,-4.010
P10360,40.574,-1.786
P7216,39.465,-1.595
P2844,38.000,-5.746
P5470,38.891,-2.339
P3012,38.014,-3.146
P2062,37.695,-7.010
P6798,39.325,-1.863
P12608,41.450,-5.933
P17379,42.584,1.201
P2004,37.615,-3.226
P9250,40.096,-0.048
P19244,43.350,-5.725
P2469,37.848,-5.367
P2991,38.040,-4.478
P10423,40.697,-6.791
P5435,38.941,-4.586
P6760,39.388,-4.318
P7085,39.400,-1.210
P7284,39.600,-6.000
P4117,38.498,-6.575
P921,37.196,-6.940
P5421,38.949,-5.486
P3464,38.245,-7.018
P19028,43.270,-8.675
P1791,37.477,-1.972
P6443,39.300,-6.065
P17868,42.894,-2.317
P16410,42.526,-3.627
P1555,37.394,-2.480
P4815,38.749,-6.513
P6793,39.336,-2.185
P3640,38.280,-3.899
P6214,39.130,-2.003
P9582,40.400,-6.000
P5620,38.945,-2.464
P14739,42.072,-8.559
P15086,41.818,2.868
P17427,42.836,-7.840
P16292,42.331,0.360
P1268,37.350,-6.314
P10570,40.749,-6.330
P4126,38.500,-6.000
P7974,39.849,-6.326
P15468,42.294,-7.149
P2566,37.894,-7.203
P15786,42.061,2.292
P11611,41.073,-3.479
P10227,40.506,-1.329
P5610,38.963,-3.107
P10031,40.546,-5.013
P335,36.766,-3.259
P14028,41.616,1.431
P15375,42.164,-1.480
P485,36.950,-6.125
P2471,37.847,-5.241
P7035,39.489,-4.445
P14877,41.910,0.723
P10229,40.501,-1.198
P9967,40.336,0.171
P5319,38.845,-2.470
P12146,41.299,-6.466
P15183,42.148,-2.494
P11914,41.147,-2.480
P5123,38.849,-5.487
P1782,37.496,-2.538
P9248,40.103,-0.178
P10643,40.664,-1.516
P15307,42.250,-6.068
P14554,41.698,2.448
P12986,41.475,-1.795
P16275,42.386,-0.787
P16472,42.370,0.567
P7020,39.498,-5.417
P2361,37.785,-4.167
P7405,39.646,-6.909
P17200,42.534,1.196
P16012,42.449,-6.474
P2766,37.898,-2.581
P10200,40.564,-3.104
P3998,38.450,-5.745
P10300,40.650,-5.736
P12563,41.176,1.248
P8326,39.902,-2.675
P7396,39.640,-7.493
P13781,41.781,-3.855
P9441,40.350,-5.934
P19120,43.245,-2.365
P4676,38.700,-6.320
P13419,41.700,-5.732
P11436,41.049,-5.602
P8347,39.854,-1.309
P7176,39.536,-4.185
P9788,40.381,-1.995
P7406,39.647,-6.844
P16912,42.700,-6.000
P4402,38.600,-5.872
P955,37.194,-4.809
P4393,38.599,-6.448
P18031,42.976,-3.610
P4819,38.750,-6.256
P14579,42.040,-7.548
P9249,40.100,-0.113
P3463,38.245,-7.081
P16553,42.600,-5.932
P6512,39.215,-1.611
P16164,42.478,-8.304
P18142,43.026,-8.392
P14282,41.937,-4.253
P14157,41.804,-1.237
P10184,40.585,-4.156
P3525,38.214,-3.138
P7364,39.483,-0.815
P3999,38.450,-5.681
P5795,38.931,-0.793
P17418,42.825,-8.452
P5102,38.847,-6.834
P7606,39.652,-2.688
P13161,41.491,-0.925
P7762,39.662,-1.517
P6822,39.258,-0.315
P6062,39.093,-2.392
P317,36.788,-4.380
P17605,42.884,-7.977
P3716,38.343,-7.210
P8514,39.854,-0.199
P13202,41.341,1.801
P14626,42.039,-4.385
P13413,41.700,-6.134
P175,36.595,-4.944
P15233,42.002,0.867
P9354,40.244,-2.396
P6235,39.074,-0.653
P9942,40.411,-1.467
P6533,39.155,-0.259
P14828,42.050,-2.566
P5496,38.825,-0.672
P10611,40.726,-3.625
P14121,41.877,-3.650
P13012,41.400,-0.064
P8165,39.870,-3.394
P16055,42.425,-3.563
P14159,41.799,-1.103
P521,36.929,-3.877
P11505,40.944,-1.033
P10090,40.448,-1.135
P3688,38.182,-0.849
P10892,40.826,-3.621
P4570,38.633,-4.017
P14258,41.950,-5.866
P18328,43.084,-7.983
P7869,39.779,-3.788
P4465,38.523,-1.847
P16162,42.475,-8.439
P5653,38.859,-0.348
P12838,41.394,-0.999
P10487,40.650,-2.572
P3424,38.107,-1.427
P18348,43.098,-6.616
P7977,39.850,-6.130
P2341,37.798,-5.431
P5344,38.784,-0.868
P12031,41.238,-4.338
P4596,38.591,-2.355
P16565,42.597,-5.118
P768,37.073,-3.560
P13698,41.491,1.819
P7874,39.772,-3.463
P18730,43.196,-5.041
P9950,40.390,-0.942
P9715,40.447,-6.788
P9633,40.352,-2.653
P14325,41.859,-1.367
P12605,41.450,-6.133
P10913,40.789,-2.235
P15557,42.201,-1.140
P6872,39.450,-6.065
P17952,42.962,-9.004
P15196,42.119,-1.618
P12525,41.305,-1.273
P4012,38.444,-4.852
P18343,43.096,-6.958
P6504,39.234,-2.127
P15828,42.397,-6.880
P8115,39.898,-6.652
P1420,37.379,-3.864
P13573,41.749,-6.536
P3884,38.394,-4.789
P326,36.778,-3.819
P14493,41.919,-1.632
P7639,39.570,-0.549
P3284,38.083,-2.127
P847,37.144,-4.810
P996,37.136,-2.242
P7703,39.748,-5.350
P2248,37.715,-3.222
P16500,42.251,2.452
P306,36.796,-5.065
P9865,40.499,-6.526
P18598,43.078,-1.827
P3082,38.097,-6.825
P19415,43.399,-5.519
P15152,42.192,-4.583
P16085,42.367,-1.534
P7903,39.715,-1.579
P204,36.645,-5.005
P15841,42.400,-6.000
P14101,41.896,-4.993
P12796,41.479,-3.798
P1170,37.299,-5.435
P15198,42.114,-1.484
P240,36.692,-4.693
P544,36.892,-2.442
P16943,42.681,-3.893
P5849,39.098,-6.708
P19542,43.439,-7.651
P10104,40.406,-0.218
P1860,37.595,-4.929
P2192,37.747,-6.758
P16469,42.380,0.365
P3542,38.181,-2.058
P11323,40.977,-3.682
P5127,38.847,-5.230
P10899,40.815,-3.159
P17977,42.993,-7.298
P17147,42.696,-2.396
P16483,42.326,1.308
P10744,40.785,-4.151
P12378,41.244,-1.010
P4814,38.748,-6.577
P5427,38.946,-5.100
P16989,42.586,-0.771
P9608,40.387,-4.293
P3491,38.248,-5.300
P1974,37.647,-5.117
P15658,42.349,-6.338
P15244,41.957,1.604
P13110,41.588,-4.329
P15860,42.393,-4.714
P18513,43.139,-7.643
P12547,41.237,0.188
P8114,39.898,-6.717
P8193,39.815,-1.572
P6624,39.329,-3.802
P15639,42.339,-7.623
P9750,40.440,-4.489
P16439,42.471,-1.663
P5749,39.028,-3.748
P3878,38.397,-5.171
P8341,39.870,-1.699
P9682,39.955,4.132
P3369,38.195,-4.919
P16732,42.650,-5.864
P12710,41.250,0.856
P9173,40.246,-5.083
P7318,39.579,-3.794
P16284,42.358,-0.180
P14408,41.992,-7.345
P3745,38.348,-5.363
P15499,42.296,-5.054
P13610,41.734,-4.057
P5759,39.013,-3.105
P19693,43.496,-7.032
P3162,38.019,-1.750
P16854,42.355,2.398
P255,36.750,-5.689
P19389,43.393,-7.306
P17289,42.795,-4.911
P14930,42.139,-7.618
P16936,42.689,-4.369
P777,37.059,-2.997
P7458,39.622,-3.468
P4566,38.637,-4.273
P2504,37.814,-3.155
P5473,38.885,-2.146
P3,35.898,-5.323
P12531,41.288,-0.874
P13604,41.740,-4.459
P11287,41.000,-6.066
P14772,42.099,-6.337
P14017,41.660,0.697
P11748,41.132,-3.942
P6497,39.249,-2.578
P17080,42.746,-6.952
P8528,39.623,3.299
P2989,38.041,-4.605
P8673,39.694,3.047
P12312,41.349,-5.401
P12558,41.196,0.917
P18915,43.240,-4.423
P14894,41.840,1.860
P13528,41.458,1.547
P12370,41.265,-1.542
P13874,41.504,2.356
P15792,42.032,2.694
P9217,40.188,-2.203
P10500,40.621,-1.717
P18583,43.109,-2.852
P11921,41.132,-2.016
P8675,39.684,3.177
P13837,41.653,-0.108
P14316,41.882,-1.970
P1745,37.544,-4.866
P2575,37.898,-6.633
P15039,42.012,-0.278
P3472,38.249,-6.509
P9500,40.283,-2.066
P7155,39.549,-5.546
P5920,39.034,-2.138
P9233,40.148,-1.157
P14842,42.019,-1.625
P15995,42.439,-7.625
P16802,42.550,-1.114
P12,36.099,-5.506
P3514,38.229,-3.837
P13853,41.595,0.959
P17500,42.809,-2.867
P12691,41.317,-0.405
P303,36.797,-5.252
P13348,41.468,0.544
P12607,41.450,-6.000
P3409,38.142,-2.378
P4001,38.449,-5.553
P19914,43.581,-8.137
P5299,38.878,-3.753
P9735,40.449,-5.474
P12797,41.478,-3.731
P5413,38.950,-6.000
P6753,39.393,-4.771
P14933,42.142,-7.416
P13336,41.510,-0.255
P2768,37.894,-2.455
P5737,39.040,-4.520
P10144,40.597,-6.790
P5783,38.963,-1.563
P12249,41.127,0.377
P10505,40.608,-1.388
P533,36.913,-3.128
P1610,37.500,-6.126
P8293,39.944,-4.826
P20013,43.641,-7.518
P11063,40.823,-1.770
P12011,41.249,-5.668
P1951,37.649,-6.568
P4550,38.648,-5.296
P17673,42.871,-3.341
P9783,40.392,-2.323
P6866,39.449,-6.453
P14928,42.137,-7.753
P7343,39.536,-2.174
P3677,38.212,-1.547
P12668,41.380,-1.934
P9781,40.396,-2.454
P3426,38.101,-1.300
P11089,40.748,-0.056
P14427,42.000,-6.067
P16773,42.614,-3.080
P13491,41.590,-0.917
P705,36.977,-2.000
P9255,39.893,3.074
P16040,42.441,-4.578
P13857,41.579,1.225
P18589,43.098,-2.442
P6855,39.444,-7.165
P12302,41.350,-6.067
P12388,41.214,-0.347
P977,37.170,-3.431
P4621,38.528,-0.759
P19,36.149,-5.506
P15075,41.871,2.133
P3918,38.349,-2.622
P14439,41.998,-5.260
P19587,43.431,-3.868
P6597,39.349,-5.547
P12355,41.299,-2.539
P8954,40.026,-0.643
P16937,42.688,-4.301
P15452,42.279,-8.229
P17814,42.950,-6.000
P19575,43.448,-5.381
P5709,39.050,-6.322
P361,36.849,-5.439
P12488,41.378,-3.734
P10449,40.696,-5.077
P17356,42.667,-0.356
P13800,41.751,-2.582
P16471,42.373,0.499
P14430,42.000,-5.865
P9028,40.198,-5.280
P3357,38.200,-5.682
P15831,42.398,-6.677
P5501,38.809,-0.352
P6284,39.246,-6.968
P15157,42.187,-4.246
P3917,38.351,-2.686
P15129,42.200,-6.135
P3601,38.299,-6.382
P6895,39.441,-4.576
P7980,39.850,-5.935
P3292,38.064,-1.620
P14374,41.686,1.909
P1990,37.634,-4.108
P18365,43.099,-5.453
P9335,40.276,-3.640
P13350,41.461,0.677
P17350,42.686,-0.763
P9050,40.180,-3.840
P14916,42.122,-8.561
P18731,43.196,-4.972
P121,36.498,-5.380
P8174,39.856,-2.808
P5041,38.703,-1.323
P10228,40.503,-1.263
P6145,39.199,-6.452
P14805,42.085,-4.114
P9077,40.133,-2.075
P12982,41.484,-2.061
P187,36.650,-6.062
P10159,40.600,-5.802
P18323,43.078,-8.325
P73,36.347,-5.257
P15853,42.397,-5.188
P11329,40.968,-3.285
P13125,41.570,-3.327
P8740,40.095,-4.954
P2351,37.794,-4.799
P4953,38.796,-6.962
P10533,40.521,0.452
P14747,42.083,-8.020
P331,36.772,-3.508
P13112,41.586,-4.195
P2598,37.897,-5.177
P15348,42.219,-3.300
P1896,37.550,-2.661
P18199,43.041,-4.496
P9381,40.175,-0.631
P7716,39.740,-4.505
P17112,42.744,-4.775
P4990,38.791,-4.589
P5873,39.097,-5.163
P10583,40.749,-5.472
P15625,42.322,-8.569
P16015,42.450,-6.271
P4615,38.545,-1.142
P3796,38.283,-2.116
P14453,41.988,-4.319
P12689,41.323,-0.538
P18156,43.041,-7.435
P13524,41.475,1.281
P9331,40.281,-3.903
P275,36.739,-4.443
P13357,41.434,1.143
P11497,40.966,-1.562
P11092,40.738,0.142
P11854,41.199,-6.465
P14262,41.949,-5.597
P11034,40.877,-3.685
P6242,39.052,-0.203
P18853,43.221,-8.673
P7866,39.782,-3.983
P8929,40.090,-2.274
P15037,42.019,-0.412
P12375,41.252,-1.210
P19273,43.329,-3.734
P4269,38.549,-5.553
P1652,37.471,-3.483
P6913,39.421,-3.411
P83,36.399,-5.628
P13004,41.426,-0.596
